id|name|description|instructions|glass_type|thumbnail|portions
82|Flying Dutchman||In an old-fashioned glass almost filled with ice cubes, combine the gin and triple sec. Stir well.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/mwko4q1582482903.jpg|"{""Gin"": ""2 oz "", ""Triple sec"": ""1/2 oz ""}"
83|French 75||Combine gin, sugar, and lemon juice in a cocktail shaker filled with ice. Shake vigorously and strain into a chilled champagne glass. Top up with Champagne. Stir gently.|Collins glass|https://www.thecocktaildb.com/images/media/drink/hrxfbl1606773109.jpg|"{""Gin"": ""1 1/2 oz "", ""Sugar"": ""2 tsp superfine "", ""Orange"": ""1 "", ""Champagne"": ""4 oz Chilled "", ""Lemon juice"": ""1 1/2 oz "", ""Maraschino cherry"": ""1 ""}"
84|French Negroni||"Add ice to a shaker and pour in all ingredients.
Using a bar spoon, stir 40 to 45 revolutions or until thoroughly chilled.
Strain into a martini glass or over ice into a rocks glass. Garnish with orange twist."|Martini Glass|https://www.thecocktaildb.com/images/media/drink/x8lhp41513703167.jpg|"{""Gin"": ""1 oz"", ""Lillet"": ""1 oz"", ""Orange Peel"": ""1"", ""Sweet Vermouth"": ""1 oz""}"
86|Gentleman's Club||In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/k2r7wv1582481454.jpg|"{""Gin"": ""1 1/2 oz "", ""Brandy"": ""1 oz "", ""Club soda"": ""1 oz "", ""Sweet Vermouth"": ""1 oz ""}"
87|Gimlet||"Add all the ingredients to a shaker and fill with ice.

Shake, and strain into a chilled cocktail glass or an Old Fashioned glass filled with fresh ice.

Garnish with a lime wheel."|Martini Glass|https://www.thecocktaildb.com/images/media/drink/3xgldt1513707271.jpg|"{""Gin"": ""2 1/2 oz"", ""Lime"": ""1"", ""Lime Juice"": ""1/2 oz"", ""Sugar Syrup"": ""1/2 oz""}"
88|Gin and Soda||"Pour the Gin and Soda water into a highball glass almost filled with ice cubes.
Stir well.
Garnish with the lime wedge."|Highball glass|https://www.thecocktaildb.com/images/media/drink/nzlyc81605905755.jpg|"{""Gin"": ""2 oz"", ""Lime"": ""1/4"", ""Soda Water"": ""5 oz""}"
89|Gin And Tonic||Pour the gin and the tonic water into a highball glass almost filled with ice cubes. Stir well. Garnish with the lime wedge.|Highball glass|https://www.thecocktaildb.com/images/media/drink/k0508k1668422436.jpg|"{""Gin"": ""2 oz "", ""Lime"": ""1 "", ""Tonic water"": ""5 oz ""}"
90|Gin Basil Smash||"Muddle Basil leaves (~ 10) with Suggar Syrup in a shaker. Add Gin an Lemon Juice.
Filter and serve in a tumbler with ice"|Highball glass|https://www.thecocktaildb.com/images/media/drink/jqh2141572807327.jpg|"{""Gin"": ""6 cl"", ""Basil"": ""Whole"", ""Lemon Juice"": ""2 cl"", ""Sugar Syrup"": ""2 cl""}"
91|Gin Cooler||Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice and add gin. Fill with carbonated water and stir. Add the lemon peel and the orange spiral so that the end of the orange spiral dangles over rim of glass.|Collins glass|https://www.thecocktaildb.com/images/media/drink/678xt11582481163.jpg|"{""Gin"": ""2 oz "", ""Lemon peel"": null, ""Orange spiral"": null, ""Powdered sugar"": null, ""Carbonated water"": null}"
92|Gin Daisy||In a shaker half-filled with ice cubes, combine the gin, lemon juice, sugar, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the cherry and the orange slice.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/z6e22f1582581155.jpg|"{""Gin"": ""2 oz "", ""Sugar"": ""1/2 tsp superfine "", ""Orange"": ""1 "", ""Grenadine"": ""1/2 tsp "", ""Lemon juice"": ""1 oz "", ""Maraschino cherry"": ""1 ""}"
93|Gin Fizz||Shake all ingredients with ice cubes, except soda water. Pour into glass. Top with soda water.|Highball glass|https://www.thecocktaildb.com/images/media/drink/drtihp1606768397.jpg|"{""Gin"": ""2 oz "", ""Lemon"": ""Juice of 1/2 "", ""Powdered sugar"": ""1 tsp "", ""Carbonated water"": null}"
94|Gin Lemon||For the preparation of the gin lemon you will not need the shaker. Fill the tumbler with ice, pour the gin and lemonade over it. Gently mix and decorate with a slice of lemon. Those who prefer can also add a few mint leaves. Your gin lemon is ready to be served.|Highball glass|https://www.thecocktaildb.com/images/media/drink/yhzvk91643821739.jpg|"{""Gin"": ""6 cl"", ""Ice"": ""cubes"", ""Lemon Peel"": ""1 Slice"", ""Lemon Juice"": ""8 cl""}"
95|Gin Rickey||Half-fill a tall glass with ice. Mix the gin and Grenadine together and pour over the ice. Add the lime or lemon juice and top off with soda water. Decorate the glass with lime and/or lemon slices.|Highball glass|https://www.thecocktaildb.com/images/media/drink/s00d6f1504883945.jpg|"{""Gin"": ""2 oz "", ""Lime"": ""Garnish"", ""lemon"": ""Juice of 1/2 "", ""Grenadine"": ""1 tsp "", ""Soda Water"": ""Top up with""}"
96|Gin Sling||Dissolve powdered sugar in mixture of water and juice of lemon. Add gin. Pour into an old-fashioned glass over ice cubes and stir. Add the twist of orange peel and serve.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/8cl9sm1582581761.jpg|"{""Gin"": ""2 oz "", ""Lemon"": ""Juice of 1/2 "", ""Water"": ""1 tsp "", ""Orange peel"": ""Twist of "", ""Powdered sugar"": ""1 tsp ""}"
97|Gin Smash||Muddle sugar with carbonated water and mint sprigs in an old-fashioned glass. Add gin and 1 ice cube. Stir, add the orange slice and the cherry, and serve.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/iprva61606768774.jpg|"{""Gin"": ""2 oz "", ""Mint"": ""4 "", ""Sugar"": ""1 cube "", ""Cherry"": ""1 "", ""Orange"": ""1 slice "", ""Carbonated water"": ""1 oz ""}"
98|Gin Sour||In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.|Whiskey sour glass|https://www.thecocktaildb.com/images/media/drink/noxp7e1606769224.jpg|"{""Gin"": ""2 oz "", ""Sugar"": ""1/2 tsp superfine "", ""Orange"": ""1 "", ""Lemon juice"": ""1 oz "", ""Maraschino cherry"": ""1 ""}"
99|Gin Squirt||Stir gin, grenadine, and powdered sugar with ice and strain into a highball glass over ice cubes. Fill with carbonated water and stir. Decorate with the pineapple chunks and the strawberries and serve.|Highball glass|https://www.thecocktaildb.com/images/media/drink/xrbhz61504883702.jpg|"{""Gin"": ""1 1/2 oz "", ""Grenadine"": ""1 tsp "", ""Pineapple"": ""3 chunks"", ""Strawberries"": ""2 "", ""Powdered sugar"": ""1 tblsp "", ""Carbonated water"": null}"
100|Gin Swizzle||In a shaker half-filled with ice cubes, combine the lime juice, sugar, gin, and bitters. Shake well. Almost fill a colling glass with ice cubes. Stir until the glass is frosted. Strain the mixture in the shaker into the glass and add the club soda.|Highball glass|https://www.thecocktaildb.com/images/media/drink/sybce31504884026.jpg|"{""Gin"": ""2 oz "", ""Sugar"": ""1 tsp superfine "", ""Bitters"": ""1 dash "", ""Club soda"": ""3 oz "", ""Lime juice"": ""1 1/2 oz ""}"
101|Gin Toddy||Mix powdered sugar and water in an old-fashioned glass. Add gin and one ice cube. Stir, add the twist of lemon peel, and serve.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/jxstwf1582582101.jpg|"{""Gin"": ""2 oz "", ""Water"": ""2 tsp "", ""Lemon peel"": ""1 twist of "", ""Powdered sugar"": ""1/2 tsp ""}"
102|Gin Tonic||Fill a highball glass with ice, pour the gin, top with tonic water and squeeze a lemon wedge and garnish with a lemon wedge.|Highball glass|https://www.thecocktaildb.com/images/media/drink/qcgz0t1643821443.jpg|"{""Gin"": ""4 cl"", ""Ice"": ""cubes"", ""Lemon Peel"": ""1 Slice"", ""Tonic Water"": ""10 cl""}"
103|Grass Skirt||In a shaker half-filled with ice cubes, combine the gin, triple sec, pineapple juice, and grenadine. Shake well. Pour into an old-fashioned glass and garnish with the pineapple slice.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/qyvprp1473891585.jpg|"{""Gin"": ""1 1/2 oz "", ""Grenadine"": ""1/2 tsp "", ""Pineapple"": ""1 "", ""Triple sec"": ""1 oz "", ""Pineapple juice"": ""1 oz ""}"
105|Imperial Cocktail||Shake with ice and strain into cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/bcsj2e1487603625.jpg|"{""Gin"": ""2 cl "", ""Aperol"": ""4 cl "", ""Lime juice"": ""4 cl ""}"
106|Jewel Of The Nile||In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/hx4nrb1504884947.jpg|"{""Gin"": ""1 1/2 oz "", ""Green Chartreuse"": ""1/2 oz "", ""Yellow Chartreuse"": ""1/2 oz ""}"
108|Lady Love Fizz||Shake all ingredients (except carbonated water) with ice and strain into a cocktail glass over two ice cubes. Fill with carbonated water, stir, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/20d63k1504885263.jpg|"{""Gin"": ""2 oz "", ""Lemon"": ""Juice of 1/2"", ""Egg white"": ""1 "", ""Light cream"": ""2 tsp "", ""Powdered sugar"": ""1 tsp "", ""Carbonated water"": null}"
109|London Town||In a mixing glass half-filled with ice cubes, combine all of the ingredients. Stir well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/rpsrqv1468923507.jpg|"{""Gin"": ""1 1/2 oz "", ""Orange bitters"": ""2 dashes "", ""Maraschino liqueur"": ""1/2 oz ""}"
110|Lone Tree Cocktail||Stir ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/tsxpty1468923417.jpg|"{""Gin"": ""1 1/2 oz "", ""Sweet Vermouth"": ""3/4 oz ""}"
111|Lone Tree Cooler||Stir powdered sugar and 2 oz. carbonated water in a collins glass. Fill glass with ice, add gin and vermouth, and stir. Fill with carbonated water and stir again. Add the twist of lemon peel and the orange spiral so that the end dangles over rim of glass.|Collins glass|https://www.thecocktaildb.com/images/media/drink/wsyqry1479298485.jpg|"{""Gin"": null, ""Lemon peel"": null, ""Dry Vermouth"": null, ""Orange spiral"": null, ""Powdered sugar"": null, ""Carbonated water"": null}"
112|Martinez 2||"Add all ingredients to a mixing glass and fill with ice.

Stir until chilled, and strain into a chilled coupe glass."|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/fs6kiq1513708455.jpg|"{""Gin"": ""1 1/2 oz"", ""Sweet Vermouth"": ""1 1/2 oz"", ""Angostura Bitters"": ""2 dashes"", ""Maraschino Liqueur"": ""1 tsp""}"
113|Martinez Cocktail||Stir all ingredients (except cherry) with ice and strain into a cocktail glass. Top with the cherry and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/wwxwvr1439906452.jpg|"{""Gin"": ""1 oz "", ""Cherry"": ""1 "", ""Triple sec"": ""1/4 tsp "", ""Dry Vermouth"": ""1 oz "", ""Orange bitters"": ""1 dash ""}"
114|Martini||Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/71t8581504353095.jpg|"{""Gin"": ""1 2/3 oz "", ""Olive"": ""1 "", ""Dry Vermouth"": ""1/3 oz ""}"
115|Monkey Gland||Shake well over ice cubes in a shaker, strain into a chilled cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/94psp81504350690.jpg|"{""Gin"": ""2 oz "", ""Grenadine"": ""1 tsp "", ""Benedictine"": ""1 tsp "", ""Orange juice"": ""1/2 oz ""}"
116|Mountain Bramble||Muddle the blackberries in a tumbler glass. Mix the Gin, lemon juice and sugar syrup in a shaker and strain over chopped ice. Top with Soda water and garnish with more blackberries and some mint|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/stwiva1619704025.jpg|"{""Gin"": ""2 oz"", ""Mint"": ""Garnish with"", ""Soda Water"": ""Top"", ""Lemon Juice"": ""0.75 oz"", ""Sugar Syrup"": ""0.75 oz"", ""Blackberries"": ""Ground""}"
117|Munich Mule||"Fill glass with ice
Pour Gin and Lime Juice
Fill glass with Ginger Beer
Garnish with Cucumer and Lime slice"|Highball glass|https://www.thecocktaildb.com/images/media/drink/rj55pl1582476101.jpg|"{""Gin"": ""5 cl"", ""lemon"": ""Chopped"", ""Cucumber"": ""Chopped"", ""Lime Juice"": ""2 cl"", ""Ginger Beer"": ""10 cl""}"
118|National Aquarium||Pour all ingredients into a shaker of ice. Shake well. Serve on the rocks.|Collins Glass|https://www.thecocktaildb.com/images/media/drink/dlw0om1503565021.jpg|"{""Gin"": ""1/2 oz "", ""Rum"": ""1/2 oz "", ""Vodka"": ""1/2 oz "", ""Sour mix"": ""2 oz "", ""Blue Curacao"": ""1/2 oz "", ""Lemon-lime soda"": ""1 splash ""}"
119|Negroni||Stir into glass over ice, garnish and serve.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/qgdu971561574065.jpg|"{""Gin"": ""1 oz "", ""Campari"": ""1 oz "", ""Sweet Vermouth"": ""1 oz ""}"
120|Orange Oasis||Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.|Highball glass|https://www.thecocktaildb.com/images/media/drink/su1olx1582473812.jpg|"{""Gin"": ""1 1/2 oz "", ""Ginger ale"": null, ""Orange juice"": ""4 oz "", ""Cherry brandy"": ""1/2 oz ""}"
121|Orange Rosemary Collins||Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.|Highball glass|https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg|"{""Gin"": ""1 shot"", ""Rosemary"": ""Garnish with"", ""Soda Water"": ""Top"", ""Lemon Juice"": ""Top"", ""Orange Peel"": ""Garnish with"", ""Orange Juice"": ""Top"", ""Rosemary Syrup"": ""25 ml""}"
122|Paradise||Shake together over ice. Strain into cocktail glass and serve chilled.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg|"{""Gin"": ""7 parts"", ""Orange Juice"": ""3 parts "", ""Apricot Brandy"": ""4 parts""}"
123|Pegu Club||Shake, strain, up, cocktail glass|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg|"{""Gin"": ""1 1/2 oz"", ""Lime Juice"": ""3/4 oz"", ""Orange Bitters"": ""1 dash"", ""Orange Curacao"": ""3/4 oz"", ""Angostura Bitters"": ""1 dash""}"
124|Pink Gin||Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.|White wine glass|https://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg|"{""Gin"": ""2 oz "", ""Bitters"": ""3 dashes ""}"
125|Pink Lady||Shake all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg|"{""Gin"": ""1 1/2 oz "", ""Egg white"": ""1 "", ""Grenadine"": ""1 tsp "", ""Light cream"": ""1 tsp ""}"
127|Poppy Cocktail||Shake ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/cslw1w1504389915.jpg|"{""Gin"": ""1 1/2 oz "", ""Creme de Cacao"": ""3/4 oz white ""}"
128|Queen Elizabeth||Stir all ingredients with ice, strain into a cocktail glass, and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/vpqspv1478963339.jpg|"{""Gin"": ""1 1/2 oz "", ""Benedictine"": ""1 1/2 tsp "", ""Dry Vermouth"": ""1/2 oz ""}"
130|Rose||Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg|"{""Gin"": ""1 oz "", ""Grenadine"": ""1 tsp "", ""Lemon juice"": ""1/2 tsp "", ""Dry Vermouth"": ""1/2 oz "", ""Apricot brandy"": ""1/2 oz "", ""Powdered sugar"": null}"
131|Rosemary Blue||"1) Add the Bombay Sapphire, Blue Curacao, rosemary sprig and gently squeezed lemon wedge to a balloon glass. Swirl well to combine.
2) Fill with cubed ice and top with the Fever-Tree Light Tonic Water.
3) Gently fold with a bar spoon to mix."|Balloon Glass|https://www.thecocktaildb.com/images/media/drink/qwc5f91512406543.jpg|"{""Gin"": ""50 ml"", ""Rosemary"": ""Garnish with"", ""Tonic Water"": ""100 ml"", ""Blue Curacao"": ""15 ml""}"
132|Royal Fizz||Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.|Collins glass|https://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg|"{""Egg"": ""1 whole "", ""Gin"": ""1 oz "", ""Coca-Cola"": null, ""Sweet and sour"": ""2 oz ""}"
133|Royal Gin Fizz||Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.|Highball glass|https://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg|"{""Egg"": ""1 whole "", ""Gin"": ""2 oz "", ""Lemon"": ""Juice of 1/2 "", ""Powdered sugar"": ""1 tsp "", ""Carbonated water"": null}"
134|Ruby Tuesday||Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.|Highball glass|https://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg|"{""Gin"": ""2 oz "", ""Grenadine"": ""2 splashes "", ""Cranberry juice"": ""5 oz ""}"
135|Salted Toffee Martini||"Add ice, toffee gin, chocolate liqueur and Amaretto to a cocktail shaker and shake vigorously. 
Pour the chocolate syrup into a saucer and dip the top of a martini glass into the sauce. Grate some of the Willie\'s sea salt chocolate into another saucer and dip the coated glass, so the flakes stick to the sauce, creating a chocolate rim!
Pour the contents of the shaker into your chocolatey glass and sprinkle with more grated chocolate - enjoy!  "|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/3s6mlr1509551211.jpg|"{""Gin"": ""50 ml "", ""Amaretto"": ""15 ml"", ""Chocolate Sauce"": ""Garnish"", ""Salted Chocolate"": ""Grated"", ""Chocolate liqueur"": ""30 ml ""}"
136|Salty Dog||Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)|Highball glass|https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg|"{""Gin"": ""1 1/2 oz "", ""Salt"": ""1/4 tsp "", ""Grapefruit juice"": ""5 oz ""}"
137|Singapore Sling||Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.|Hurricane glass|https://www.thecocktaildb.com/images/media/drink/7dozeg1582578095.jpg|"{""Gin"": ""1 oz "", ""Cherry"": null, ""Grenadine"": ""1/2 oz "", ""Cherry brandy"": ""1/2 oz "", ""Sweet and sour"": ""2 oz "", ""Carbonated water"": null}"
138|Surf City Lifesaver||Lots of ice and soda top up in tall glass with cherry and a grin.|Highball glass|https://www.thecocktaildb.com/images/media/drink/2rzfer1487602699.jpg|"{""Gin"": ""2 parts "", ""Ouzo"": ""1 part "", ""Grand Marnier"": ""1/2 part "", ""Baileys irish cream"": ""1 part ""}"
139|The Laverstoke||"1) Squeeze two lime wedges into a balloon glass then add the cordial, Bombay Sapphire and MARTINI Rosso Vermouth, swirl to mix.

2) Fully fill the glass with cubed ice and stir to chill.

3) Top with Fever-Tree Ginger Ale and gently stir again to combine.

4) Garnish with a snapped ginger slice and an awoken mint sprig."|Balloon Glass|https://www.thecocktaildb.com/images/media/drink/6xfj5t1517748412.jpg|"{""Gin"": ""50 ml"", ""Lime"": ""2 Wedges"", ""Mint"": ""1 Large Sprig"", ""Ginger"": ""1 Slice"", ""Tonic Water"": ""75 ml"", ""Rosso Vermouth"": ""15 ml"", ""Elderflower cordial"": ""15 ml""}"
140|The Philosopher||Add all the spirits in a shaker (best to use Hendricks gin) as well as the orange bitters and lemon juice. Strain into a Margarita glass, top with Prosecco.|Margarita glass|https://www.thecocktaildb.com/images/media/drink/sp8hkp1596017787.jpg|"{""Gin"": ""1 shot"", ""Prosecco"": ""Top"", ""Lemon Juice"": ""1 dash"", ""Melon Liqueur"": ""1 shot"", ""Orange Bitters"": ""1 dash""}"
141|Tom Collins||In a shaker half-filled with ice cubes, combine the gin, lemon juice, and sugar. Shake well. Strain into a collins glass alomst filled with ice cubes. Add the club soda. Stir and garnish with the cherry and the orange slice.|Collins glass|https://www.thecocktaildb.com/images/media/drink/7cll921606854636.jpg|"{""Gin"": ""2 oz "", ""Sugar"": ""1 tsp superfine "", ""Orange"": ""1 "", ""Club soda"": ""3 oz "", ""Lemon juice"": ""1 oz "", ""Maraschino cherry"": ""1 ""}"
142|Turf Cocktail||Stir all ingredients (except orange peel) with ice and strain into a cocktail glass. Add the twist of orange peel and serve.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/utypqq1441554367.jpg|"{""Gin"": ""1 oz "", ""Anis"": ""1/4 tsp "", ""Bitters"": ""2 dashes "", ""Orange peel"": ""Twist of "", ""Dry Vermouth"": ""1 oz ""}"
143|Tuxedo Cocktail||Stir all ingredients with ice and strain into a cocktail glass. Garnish with a cherry and a twist of lemon zest.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/4u0nbl1504352551.jpg|"{""Gin"": ""1 1/2 oz "", ""Anis"": ""1/4 tsp "", ""Cherry"": ""1 "", ""Dry Vermouth"": ""1 1/2 oz "", ""Orange bitters"": ""2 dashes "", ""Maraschino liqueur"": ""1/4 tsp ""}"
145|Adam||In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/v0at4i1582478473.jpg|"{""Dark rum"": ""2 oz "", ""Grenadine"": ""1 tsp "", ""Lemon juice"": ""1 oz ""}"
146|Almeria||In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg|"{""Kahlua"": ""1 oz "", ""Dark rum"": ""2 oz "", ""Egg white"": ""1 ""}"
148|Bleeding Surgeon||Pour Shot of Rum over slice of orange. Fill the remaining space in glass half way full of surge or similar drink. Finish off glass with cranberry juice. Be carefull, warm surge may foam over the glass.|Collins glass|https://www.thecocktaildb.com/images/media/drink/usuvvr1472719118.jpg|"{""Surge"": ""1/2 glass "", ""Orange"": ""1 slice "", ""Dark rum"": ""1 shot "", ""Cranberry juice"": ""1/2 glass ""}"
149|Blue Hurricane||"If each part is 1/2 oz then use about 2.5 cups of ice.

Blend it all together. 
Drink it with a big straw if you have one.

"|Highball glass|https://www.thecocktaildb.com/images/media/drink/nwx02s1515795822.jpg|"{""Ice"": ""cubes"", ""Rum"": ""4 parts"", ""Passoa"": ""1 part"", ""Dark Rum"": ""2 parts"", ""Blue Curacao"": ""1 part"", ""Sweet and Sour"": ""6 parts""}"
150|Blueberry Mojito||Muddle the blueberries with the other ingredients and serve in a highball glass. Garnish with mint and a half slice of lime.|Highball glass|https://www.thecocktaildb.com/images/media/drink/07iep51598719977.jpg|"{""Sugar"": ""Dash"", ""Dark Rum"": ""2 shots"", ""Lime Juice"": ""1 shot"", ""Blueberries"": ""Whole"", ""Lemon-lime soda"": ""Top""}"
151|Cuba Libra||Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!|Highball glass|https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg|"{""Ice"": null, ""Lime"": ""Squeeze "", ""Dark rum"": ""1-2 shot "", ""Coca-Cola"": ""Fill with ""}"
152|Dark and Stormy||In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.|Highball glass|https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg|"{""Dark Rum"": ""5 cl"", ""Ginger Beer"": ""10 cl""}"
153|Gideon's Green Dinosaur||Add all ingredients in collins glass with ice and stir.|Collins glass|https://www.thecocktaildb.com/images/media/drink/p5r0tr1503564636.jpg|"{""Vodka"": ""1/2 oz "", ""Tequila"": ""1/2 oz "", ""Dark rum"": ""1/2 oz "", ""Triple sec"": ""1/2 oz "", ""Mountain Dew"": ""Fill with "", ""Melon liqueur"": ""1/2 oz ""}"
154|Lord And Lady||Pour the rum and Tia Maria into an old-fashioned glass almost filled with ice cubes. Stir well.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/quwrys1468923219.jpg|"{""Dark rum"": ""1 1/2 oz "", ""Tia maria"": ""1/2 oz ""}"
155|Midnight Cowboy||In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/vsxxwy1441208133.jpg|"{""Bourbon"": ""2 oz "", ""Dark rum"": ""1 oz "", ""Heavy cream"": ""1/2 oz ""}"
156|Mojito Extra||Put mint with lemon juice in a glas, mash the mint with a spoon, ice, rum & fill up with club soda. Top it with Angostura.|Collins glass|https://www.thecocktaildb.com/images/media/drink/vwxrsw1478251483.jpg|"{""Mint"": ""1/2 handful "", ""Dark rum"": ""1/8 L Jamaican "", ""Club soda"": ""1/8 L "", ""Lemon juice"": ""3 cl "", ""Angostura bitters"": ""8 drops ""}"
157|Planter's Punch||"Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple."|Collins glass|https://www.thecocktaildb.com/images/media/drink/fdk8a31606854815.jpg|"{""Dark rum"": ""1 part "", ""Orange juice"": ""2 parts "", ""Orgeat syrup"": ""1/2 part "", ""Pineapple juice"": ""1 part ""}"
158|Planter’s Punch||Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.|Highball glass|https://www.thecocktaildb.com/images/media/drink/jn6o251643844541.jpg|"{""Dark Rum"": ""4.5 cL"", ""Grenadine"": ""1 cl"", ""Sugar Syrup"": ""1 cl"", ""Orange Juice"": ""3 cl"", ""Pineapple Juice"": ""3.5 cl"", ""Angostura Bitters"": ""4 drops""}"
159|Quentin||In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.|Cocktail glass|https://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg|"{""Kahlua"": ""1/2 oz "", ""Nutmeg"": ""1/8 tsp grated "", ""Dark rum"": ""1 1/2 oz "", ""Light cream"": ""1 oz ""}"
160|The Galah||Mix together the alcoholic portions and top with Pineapple and Lime juice.|Collins glass|https://www.thecocktaildb.com/images/media/drink/sy7y6r1614775067.jpg|"{""Campari"": ""1 shot"", ""Dark Rum"": ""1 shot"", ""Lime Juice"": ""Top"", ""Creme De Banane"": ""1/2 shot"", ""Pineapple Juice"": ""Top""}"
161|Veteran||Pour the rum and cherry brandy into an old-fashioned glass almost filled with ice cubes. Stir well.|Old-fashioned glass|https://www.thecocktaildb.com/images/media/drink/iwml9t1492976255.jpg|"{""Dark rum"": ""2 oz "", ""Cherry brandy"": ""1/2 oz ""}"
162|Addington||Mix both the vermouth's in a shaker and strain into a cold glass. Top up with a squirt of Soda Water. |Cocktail glass|https://www.thecocktaildb.com/images/media/drink/ib0b7g1504818925.jpg|"{""Soda Water"": ""Top up with\r\n"", ""Dry Vermouth"": ""1 shot "", ""Sweet Vermouth"": ""2 shots ""}"
